optimal_gap,success,objective_value
50,1,0.399999999999731
0,1,0.999999999999961
16.67,1,0.0415800415804093
0,1,0.564102564102604
4.95,1,2.23255813953511
0,1,0.199999999999422
0,1,2.28571428571456
0,1,0.0869565217388222
0,1,6
0,1,0.0270270270269303
0,1,1.56190476190397
13.2,1,1.03950617283897
0,1,10
0,1,6
0,1,4
0,1,0.666666666666918
0,1,1.49999999999998
0,1,1.00000000000002
0,1,2.00000000000017
0,1,7
64,1,0.196721311475291
0,1,5
0,1,2
0,1,1.33333333333341
0,1,7.26666666666674
0,1,3.61111111111112
40,1,0.222222222222217
0,1,1.00000000000014
0,1,0.419354838709475
0,1,2.85714285714303
0,1,1.99999999999878
0,1,1.91666666666671
0,1,0.891385767790307
0,1,6
0,1,2.00000000000002
0,1,1.20000000000002
0,1,6.31578947368421
0,1,2.50000000000004
0,1,0.499999999999185
0,1,5
15.56,1,0.0705663881149949
19.72,1,0.423791821561338
0,1,0.00399201596799276
0,1,1.83333333333298
0,1,6
0,1,0.500000000000008
0,1,1.85714285714278
0,1,9
0,1,0.571428571429017
2.94,1,0.753424657534246
0,1,4
0,1,1
28.57,1,0.416666666666679
2.15,1,3.64000000000073
50,1,0.125000000000086
65.52,1,0.210526315789336
24.74,1,0.260712674785769
0,1,1
11.11,1,0.842105263157194
100,0,-4.55191440096314E-15
0,1,9
44,1,0.304347826086873
0,1,1.00000000000011
0,1,2.00000000000025
0,1,4.46277336391238
0,1,0.666666666666859
0,1,0.753824756606513
0,1,0.499999999999986
0,1,0.800000000000094
73.91,1,0.109090909090869
100,0,-5.35127497869325E-13
0,1,3.1052631578948
0,1,0.352941176470483
12.7,1,1.10000000000006
57.14,1,0.0269058295964026
0,1,7
0,1,3.50000000000006
0,1,0.444444444445585
0,1,5
0,1,0.433734939758904
0,1,10
0,1,1.92857142857112
0,1,1.67142857142835
0,1,0.937500000000238
80,1,0.10000000000037
50,1,0.0952380952382647
0,1,2.00000000000001
0,1,1.66666666666661
0,1,2.2
0,1,5
2.04,1,2.0000000000002
0,1,0.471204188480977
0,1,1.54545454545446
0,1,3
100,0,1.86517468137026E-14
0,1,10
54.76,1,0.182692307692114
0,1,4
0,1,0.36585365853653
0,1,1.85555555555544
10.8368,0.97,
