optimal_gap,success,objective_value
100,0,-36.5318181818181
72,1,0.0251406109333345
100,0,-31.7682938733828
18.75,1,0.541666666666659
60.18,1,0.0237163666115023
0,1,0.0591715976331333
17.21,1,0.599472614752644
14.96,1,1.4104425397936
0,1,1.15661068023992
38.88,1,2.50019860789944
0,1,3.38844402769975
100,0,-23.9209428668541
60.23,1,0.186602467305654
0,1,0.193423597678919
1.85,1,0.890756302521011
10,1,0.0414746543778808
0.5,1,0.487745098039223
45.2,1,0.0704322628940197
0,0,-34.992235506397
0,1,1.11409395973154
0,0,-31.1792452830189
74.14,1,2
9.77,1,0.953263785094933
0,1,1.26632556887034
3.81,1,3.89823676702813
74.36,1,1.99999999999999
60.43,1,0.0341602677692521
100,0,-31.0161857846587
0,1,3.49460853258322
0,1,0.220338983050947
5.75,1,5.01163939303768
38.6,1,0.123456790123459
62.22,1,6
0,1,0.052631578947361
100,0,-35.6492597577389
20.61,1,0.0883039694332499
5.88,1,1.03225806451613
0,1,0.1543624161074
100,0,-29.8461593106436
16.67,1,0.71428571428572
33.33,1,4
35,1,13
0,1,0.373853211009175
0,1,4.18181818181819
57.82,1,0.167684619655747
0,1,0.157683309053951
0,1,3.41292076102865
0,1,0.411674052832211
22.67,1,0.150529047714103
38.46,1,16
45.39,1,2.28587830080367
45.45,1,6
57.14,1,3
23.6,1,0.0543565147881715
5.39,1,4.90340594296531
43.92,1,8.73684210526315
14.78,1,4
59.56,1,3.75897405520671
3.48,1,1.69952123982587
33.33,1,4
0,1,4.75737704918033
14.29,1,12
0,1,2.61300384294506
0,1,2.96268419590598
0,1,0.724423660677671
0,1,1.68579575599921
27.82,1,0.159409020217735
50,1,4
100,0,-30.9030771316253
100,0,-27.3299395911481
0,1,3
100,0,-33.2549112801014
2.82,1,0.882176870748307
9.68,1,3.61290322580644
51.85,1,4.00000000000001
72.64,1,1.99999999999999
0,1,1.50204883759826
11.46,1,2.50460885801727
82.3,1,0.944977337409087
0,1,1.214709371293
29.61,1,0.0937904269081145
0,1,0.26470588235294
73.87,1,0.0317419880776608
35.14,1,0.269662921348313
0,1,0.3693877551021
0,1,0.398026315789476
22.83,1,0.305190861094237
7.97,1,1.18946335078534
0,1,3.28938867152343
38.46,1,8
100,0,-30.5744680851064
55.26,1,2
100,0,-36.0571842594613
1.4,1,1.07393042741239
18.83,1,1.49700598802395
17.73,1,0.230615563298468
63.64,1,2
0,1,3.45699831365936
0,1,4
25,1,0.287081339712916
30.4392,,
