optimal_gap,success,objective_value
79.42,1,2
72.73,1,6
100,0,0
0,1,0.811659681610482
43.34,1,1.78023565540745
61.22,1,3.8
29.09,1,0.125355923305747
100,0,-4.44089209850063E-16
2.62,1,4.57308736826115
5.4,1,3.34552534409147
100,0,0
6.52,1,3.24540378828727
40.85,1,0.345452725790997
6.11,1,0.962133861950601
91.53,1,0.0353649536314897
63.16,1,7
62.69,1,0.327077402545935
0,1,0.602854966444461
72.78,1,2
100,0,0
72.34,1,0.100670646326138
78.93,1,2
21.94,1,1.84252933427428
70.03,1,0.410314297586243
20.73,1,1.7744239387603
100,0,6.66133814775094E-16
39.79,1,6
89.47,1,1.33333333333333
46.7,1,0.748598268353941
100,0,2.22044604925031E-16
40.76,1,0.111332965537017
100,0,0
94.42,1,0.0290505430883314
100,0,0
100,0,6.43929354282591E-15
51.11,1,4.81338028169014
71,1,0.0309991225969597
11.11,1,3.3139646037035
53.15,1,0.194299586577102
85.19,1,2
86.33,1,0.0266810647202842
59.75,1,0.0236409898063705
29.12,1,0.102690399776227
60.67,1,0.0616076460197661
7.83,1,5.18719336146501
70.09,1,0.0449038664909622
7.51,1,0.600304723209741
100,0,0
30.89,1,0.591341241172035
58.82,1,4
52.56,1,0.238260709664381
70.74,1,0.345249476261666
35.65,1,1.41616318537192
20.53,1,0.152790233724438
0,1,3.63663663663663
71.46,1,0.0557504278077978
75.26,1,2
46.11,1,0.03660288189743
0,0,0
0,1,3.10840836097509
0,1,0.0787349146899707
87.63,1,0.0205270645620228
13.07,1,3.06199444879468
76.7,1,0.0428218509805411
100,0,0
53.65,1,0.862924220192166
50.91,1,0.0639559508679
23.08,1,10
35,1,0.175600430861465
76.9,1,0.0353830262978967
27.78,1,0.160000000000007
10.5,1,4.6810674199546
11.92,1,0.421581287570088
92.28,1,0.0336225167549991
0,1,0.657008472937978
74.99,1,2.00000000000002
22.64,1,0.822826090323755
90.32,1,0.0242729306487384
81.82,1,2
34.88,1,0.052238805970152
100,0,0
64.94,1,0.0837006278255714
78.45,1,0.157815498237099
76.06,1,0.132844069143726
83.33,1,2
17.96,1,3.68752191019121
100,0,0
100,0,0
48.84,1,0.242884360476332
69.42,1,0.0315304249052915
56.16,1,0.0967161266573839
64.25,1,2
15.36,1,0.475695478590382
89.34,1,0.0731884384500852
0,1,4.99601554581347
38.29,1,1.12599262478284
27.78,1,13
43.58,1,0.0837006278255288
80.93,1,0.109868287154458
64.22,1,2
54.5043,,
