optimal_gap,success,objective_value
32.84,1,0.025544413066496
35.15,1,0.069934882028066
2.17,1,0.449443150354121
100,0,-0.00149407556495496
0,1,0.342246695557327
0,1,0.0901832437377414
8.77,1,0.383442225370313
5.2,1,11.9718807880067
0,1,8.90695284159107
0,1,0.885148124403252
18.75,1,0.0966716501854045
0,1,0.200070619519785
0,1,2.76845199282555
0,1,0.462723113813914
0,1,0.00315157323491777
0,1,0.0236349891027878
0,1,0.128274401423064
0.38,1,3.4312620024797
33.69,1,0.00201406601630194
0,1,0.323927282248276
10.59,1,0.786976174456338
65.98,1,0.00121751322925068
0,1,1.81686871306139
1.57,1,3.02024011559143
0,1,0.159250157643001
0,1,1.54315508993481
53.41,0,8.898974187398E-05
0.99,1,7.39398973244327
0,1,0.0179105352278695
0,1,1.05482598925755
0,1,2.48359760551628
9.68,1,8.85379176869195
21.86,1,0.0294241157568591
4.34,1,5.20385445267348
0.5,1,0.454661011319959
9.16,1,0.0701135113667259
100,0,-9.45546418940069E-12
4.12,1,3.04872318828733
11.44,1,0.716349613003299
58.8,1,0.00173231651310141
0,1,0.132423001618021
0,1,0.530084541854088
0,1,0.06820924156923
9.07,1,0.351477017396113
0,1,0.44403756644591
0,1,0.465366223615325
0.13,1,3.71392839284117
10.95,1,6.3349702190003
0,1,0.0955463964490806
0,1,0.000748193135157949
5.42,1,0.49299643765934
3.9,1,0.0727003374262246
25.14,1,0.0407331776092035
0,1,19
100,0,1.01247898953716E-11
0,1,0.438093042493163
0,1,16.4761904761868
0.86,1,1.98717241573389
0,1,0.0214483451294756
0,1,19.9999999999946
0,1,0.144107440411041
0,1,0.0719224306649645
27.03,1,0.0356376142239128
4.98,1,0.212051775283627
0,1,1.37854397051864
0,1,0.654008369898212
0,1,4.24764990287962
0,1,0.400847874333083
0,1,0.69407332241182
4.97,1,0.765056097451319
3.78,1,4.17804496797752
0,1,0.96118799353459
2.25,1,0.147460452530563
15.61,1,2.72857561440855
9.9,1,0.155342485291159
0,1,0.288812243539059
0,1,4.24482879516006
0,1,11.9758065052985
100,0,1.43185463485906E-12
0,1,0.0609619463788178
5.96,1,1.25465670546452
0,1,0.11171692198812
0,1,0.00772936350285369
0,1,0.334665900178411
10.15,1,0.743398970999596
0,1,3.37911863092345
0,1,0.459880812670646
31.71,1,0.543948256701299
0,1,0.245147969402742
0,1,0.175153594111219
5.43,1,14.7669172932265
0,1,0.841058318682141
3.39,1,2.93381019918515
53.19,1,0.0162541965561261
11.25,1,0.0383911028150846
86.28,1,0.00113042108054992
57.42,1,0.00243926047909926
1.36,1,10.5081531371822
41.02,1,0.00755679677743437
0,1,0.497278758118772
12.2054,0.95,
