s_hat,z,rhs,violation
"[[2, 38, 79, 87, 90, 101], [2, 27, 38, 68, 72, 79, 87, 90, 101], [2, 6, 10, 25, 35, 38, 49, 55, 62, 66, 70, 71, 79, 87, 90, 94, 96, 99, 101], [2, 12, 13, 16, 17, 24, 27, 29, 34, 38, 44, 52, 60, 68, 72, 74, 77, 79, 80, 83, 84, 86, 87, 90, 93, 101], [2, 4, 5, 9, 12, 13, 16, 17, 20, 24, 27, 29, 31, 33, 38, 39, 44, 45, 46, 47, 48, 57, 60, 61, 68, 72, 74, 76, 77, 78, 79, 80, 83, 85, 87, 89, 90, 92, 98, 101], [2, 4, 5, 8, 9, 12, 13, 16, 17, 18, 19, 20, 23, 24, 27, 29, 31, 33, 37, 38, 39, 44, 45, 46, 47, 48, 57, 60, 61, 63, 65, 68, 72, 74, 76, 77, 78, 79, 80, 82, 83, 85, 87, 88, 89, 90, 91, 92, 98, 100, 101], [2, 4, 5, 8, 9, 12, 13, 14, 16, 17, 18, 19, 20, 23, 24, 27, 29, 31, 33, 34, 37, 38, 39, 44, 45, 46, 47, 48, 52, 57, 60, 61, 63, 65, 68, 69, 72, 74, 76, 77, 78, 79, 80, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 98, 100, 101], [2, 4, 5, 6, 8, 9, 10, 12, 13, 16, 17, 18, 19, 20, 23, 24, 25, 27, 29, 31, 33, 34, 35, 37, 38, 39, 44, 45, 46, 47, 48, 49, 52, 55, 57, 60, 61, 62, 63, 65, 66, 68, 70, 71, 72, 74, 76, 77, 78, 79, 80, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 96, 98, 99, 100, 101], [2, 4, 5, 6, 8, 9, 10, 12, 13, 14, 16, 17, 18, 19, 20, 23, 24, 25, 27, 29, 31, 33, 34, 35, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 52, 53, 55, 57, 60, 61, 62, 63, 65, 66, 68, 69, 70, 71, 72, 74, 76, 77, 78, 79, 80, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 98, 99, 100, 101], [2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 23, 24, 25, 26, 27, 29, 31, 32, 33, 34, 35, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 55, 57, 58, 60, 61, 62, 63, 64, 65, 66, 68, 69, 70, 71, 72, 74, 75, 76, 77, 78, 79, 80, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 98, 99, 100, 101], [2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]]","[0.7294117647058833, 2.0235294117647045, 2.399999999999998, 3.199999999999995, 3.835294117647062, 4.541176470588237, 5.1999999999999975, 6.541176470588233, 8.282352941176462, 10.83529411764705, 16.835294117647052]","[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22]","[1.2705882352941167, 1.9764705882352955, 3.600000000000002, 4.800000000000005, 6.164705882352938, 7.458823529411763, 8.800000000000002, 9.458823529411767, 9.717647058823538, 9.16470588235295, 5.164705882352948]"
"[[24, 68, 80, 82], [3, 5, 7, 12, 15, 21, 27, 31, 39, 44, 47, 50, 52, 61, 63], [2, 3, 5, 6, 7, 9, 12, 14, 15, 21, 27, 30, 31, 32, 36, 39, 40, 44, 45, 46, 47, 50, 51, 52, 58, 61, 62, 63, 72, 73, 74, 76, 77, 79, 86, 88, 90, 95, 96, 98, 100, 101], [4, 5, 7, 8, 10, 11, 15, 16, 18, 20, 21, 25, 26, 28, 29, 33, 38, 41, 42, 43, 46, 47, 48, 49, 52, 53, 54, 55, 56, 57, 59, 60, 61, 64, 65, 66, 69, 76, 83, 84, 85, 92, 93, 94, 98, 99, 100], [3, 4, 5, 7, 8, 10, 11, 12, 15, 16, 18, 20, 21, 25, 26, 27, 28, 29, 31, 33, 38, 39, 41, 42, 43, 44, 46, 47, 48, 49, 50, 52, 53, 54, 55, 56, 57, 59, 60, 61, 63, 64, 65, 66, 69, 70, 76, 83, 84, 85, 87, 92, 93, 94, 97, 98, 99, 100], [3, 4, 5, 7, 8, 10, 11, 12, 15, 16, 18, 20, 21, 25, 26, 27, 28, 29, 31, 33, 38, 39, 41, 42, 43, 44, 46, 47, 48, 49, 50, 52, 53, 54, 55, 56, 57, 59, 60, 61, 63, 64, 65, 66, 69, 76, 83, 84, 85, 92, 93, 94, 98, 99, 100], [3, 4, 5, 7, 8, 10, 11, 12, 15, 16, 18, 20, 21, 25, 26, 27, 28, 29, 31, 33, 38, 39, 41, 42, 43, 44, 46, 47, 48, 49, 50, 52, 53, 54, 55, 56, 57, 59, 60, 61, 63, 64, 65, 66, 69, 76, 83, 84, 85, 92, 93, 94, 98, 99, 100], [3, 4, 5, 7, 8, 10, 11, 12, 15, 16, 18, 20, 21, 24, 25, 26, 27, 28, 29, 31, 33, 38, 39, 41, 42, 43, 44, 46, 47, 48, 49, 50, 52, 53, 54, 55, 56, 57, 59, 60, 61, 63, 64, 65, 66, 68, 69, 70, 76, 80, 82, 83, 84, 85, 87, 92, 93, 94, 97, 98, 99, 100], [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 18, 20, 21, 25, 26, 27, 28, 29, 30, 31, 32, 33, 36, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 69, 70, 72, 73, 74, 76, 77, 79, 83, 84, 85, 86, 87, 88, 90, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101], [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 18, 20, 21, 25, 26, 27, 28, 29, 30, 31, 32, 33, 36, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 69, 70, 72, 73, 74, 76, 77, 79, 83, 84, 85, 86, 87, 88, 90, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101], [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 18, 20, 21, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 36, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 68, 69, 70, 72, 73, 74, 76, 77, 79, 80, 82, 83, 84, 85, 86, 87, 88, 90, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101], [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 36, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 68, 69, 70, 72, 73, 74, 76, 77, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 90, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101], [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 68, 69, 70, 72, 73, 74, 75, 76, 77, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 90, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101], [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]]","[0.0, 0.0, 0.0, 2.220446049250313e-15, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 12.0, 26.0]","[2, 4, 10, 12, 14, 14, 14, 16, 20, 20, 22, 24, 26, 28]","[2.0, 4.0, 10.0, 11.999999999999998, 14.0, 14.0, 14.0, 16.0, 20.0, 20.0, 22.0, 20.0, 14.0, 2.0]"
"[[39], [4, 16, 18, 19, 38, 49, 57, 60, 63, 74, 75, 78, 80, 83, 86, 87, 94, 96, 97, 98, 101], [4, 7, 10, 11, 12, 17, 19, 20, 21, 22, 35, 38, 42, 43, 44, 45, 49, 57, 59, 60, 63, 64, 69, 74, 80, 83, 84, 87, 88, 94, 96, 97, 98], [3, 4, 7, 9, 10, 11, 12, 15, 17, 19, 20, 21, 22, 24, 27, 33, 34, 35, 36, 37, 38, 42, 43, 44, 45, 48, 49, 51, 57, 59, 60, 62, 63, 64, 66, 69, 70, 71, 74, 78, 80, 82, 83, 84, 87, 88, 89, 94, 96, 97, 98], [2, 3, 4, 6, 7, 9, 10, 11, 12, 13, 15, 17, 19, 20, 21, 22, 24, 27, 28, 33, 34, 35, 36, 37, 38, 40, 42, 43, 44, 45, 48, 49, 50, 51, 52, 53, 54, 57, 59, 60, 62, 63, 64, 66, 67, 68, 69, 70, 71, 74, 76, 78, 79, 80, 82, 83, 84, 87, 88, 89, 91, 94, 95, 96, 97, 98], [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25, 27, 28, 30, 33, 34, 35, 36, 37, 38, 40, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 56, 57, 58, 59, 60, 61, 62, 63, 64, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 91, 92, 94, 95, 96, 97, 98, 100, 101]]","[2.0, 3.999999999999999, 6.0, 8.0, 9.999999999999975, 11.98255179934571]","[2, 4, 6, 8, 10, 12]","[0.0, 8.881784197001252e-16, 0.0, 0.0, 2.4868995751603507e-14, 0.017448200654289536]"
"[[39], [3, 25, 33, 42, 43, 58, 65, 66, 81, 100], [5, 11, 29, 39, 46, 51, 55, 61, 67, 68, 71, 73, 76, 85, 89, 92, 94, 97], [2, 5, 8, 11, 15, 29, 32, 35, 39, 46, 47, 48, 51, 55, 61, 67, 68, 73, 76, 79, 83, 85, 89, 94, 97], [3, 5, 7, 11, 15, 17, 24, 29, 32, 35, 36, 39, 43, 46, 47, 48, 51, 53, 55, 61, 64, 67, 68, 71, 73, 76, 79, 81, 83, 85, 87, 89, 92, 93, 94, 97], [3, 5, 7, 11, 15, 17, 24, 25, 29, 32, 33, 35, 36, 38, 39, 42, 43, 46, 47, 48, 51, 53, 55, 58, 61, 64, 65, 66, 67, 68, 71, 73, 76, 79, 81, 83, 85, 87, 89, 92, 93, 94, 97, 100], [2, 3, 5, 7, 8, 11, 15, 17, 24, 25, 27, 29, 32, 33, 35, 36, 38, 39, 42, 43, 44, 46, 47, 48, 51, 53, 55, 58, 60, 61, 64, 65, 66, 67, 68, 71, 73, 76, 78, 79, 81, 83, 85, 86, 87, 89, 92, 93, 94, 97, 100], [2, 3, 5, 6, 7, 8, 10, 11, 12, 15, 17, 22, 24, 25, 27, 29, 32, 33, 35, 36, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 51, 52, 53, 55, 58, 60, 61, 64, 65, 66, 67, 68, 70, 71, 72, 73, 74, 76, 79, 81, 83, 85, 86, 87, 89, 91, 92, 93, 94, 97, 100], [2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 17, 22, 24, 25, 27, 28, 29, 32, 33, 35, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 51, 52, 53, 55, 58, 60, 61, 63, 64, 65, 66, 67, 68, 70, 71, 72, 73, 74, 76, 79, 81, 83, 85, 86, 87, 89, 91, 92, 93, 94, 97, 100, 101], [2, 3, 5, 6, 7, 8, 10, 11, 12, 13, 15, 17, 19, 20, 22, 24, 25, 27, 29, 31, 32, 33, 35, 36, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 57, 58, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 81, 82, 83, 85, 86, 87, 89, 90, 91, 92, 93, 94, 96, 97, 100], [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 31, 32, 33, 35, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 51, 52, 53, 54, 55, 57, 58, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 81, 82, 83, 85, 86, 87, 89, 90, 91, 92, 93, 94, 96, 97, 100, 101], [2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]]","[2.0, 3.884115905481289, 5.627985002404634, 7.5532537642565405, 9.457069418974704, 11.48997132913273, 13.425541298992249, 15.386243218104811, 17.36817988618438, 19.35130892500103, 21.188340318389518, 23.352644378241113]","[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24]","[0.0, 0.11588409451871096, 0.3720149975953664, 0.4467462357434595, 0.5429305810252956, 0.5100286708672694, 0.5744587010077513, 0.613756781895189, 0.6318201138156212, 0.6486910749989683, 0.8116596816104824, 0.6473556217588872]"
"[[39], [4, 7, 19, 38, 49, 57, 60, 63, 72, 74, 80, 83, 87, 88, 94, 96, 97, 98], [3, 7, 10, 11, 12, 17, 19, 20, 21, 22, 24, 35, 37, 40, 42, 43, 44, 45, 50, 51, 59, 64, 69, 80, 84, 88, 91, 97, 98], [3, 4, 7, 10, 11, 12, 13, 17, 19, 20, 21, 22, 24, 26, 28, 29, 35, 37, 38, 40, 42, 43, 44, 45, 49, 50, 51, 54, 56, 57, 59, 60, 63, 64, 65, 67, 69, 72, 74, 80, 83, 84, 87, 88, 91, 94, 96, 97, 98], [3, 4, 6, 7, 9, 10, 11, 12, 13, 15, 17, 19, 20, 21, 22, 24, 26, 27, 28, 29, 31, 33, 34, 35, 36, 37, 38, 40, 42, 43, 44, 45, 48, 49, 50, 51, 52, 53, 54, 56, 57, 59, 60, 62, 63, 64, 65, 66, 67, 69, 70, 71, 72, 74, 79, 80, 82, 83, 84, 87, 88, 89, 90, 91, 93, 94, 95, 96, 97, 98], [2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 40, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 101]]","[1.9999999999999998, 3.50350025347169, 4.5548011639185315, 5.919337398647956, 7.407658654226518, 8.858263909441742]","[2, 4, 6, 8, 10, 12]","[2.220446049250313e-16, 0.49649974652830986, 1.4451988360814685, 2.080662601352044, 2.592341345773482, 3.1417360905582576]"
"[[4, 60, 83, 87, 96], [2, 4, 5, 25, 27, 30, 46, 47, 55, 58, 60, 68, 70, 71, 76, 77, 79, 81, 83, 87, 89, 92, 93, 95, 96], [2, 4, 5, 10, 11, 17, 20, 21, 24, 25, 27, 30, 35, 43, 45, 46, 47, 51, 55, 58, 60, 68, 70, 71, 76, 77, 79, 81, 83, 87, 89, 92, 93, 95, 96], [3, 4, 6, 7, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 24, 26, 28, 32, 33, 34, 35, 36, 37, 38, 39, 40, 42, 43, 44, 45, 48, 49, 50, 51, 54, 57, 59, 60, 62, 63, 64, 65, 66, 67, 69, 72, 73, 74, 75, 78, 80, 82, 83, 84, 86, 87, 88, 91, 94, 96, 97, 98, 100, 101], [3, 4, 6, 7, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 24, 26, 28, 29, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 42, 43, 44, 45, 48, 49, 50, 51, 54, 56, 57, 59, 60, 62, 63, 64, 65, 66, 67, 69, 72, 73, 74, 75, 78, 80, 82, 83, 84, 86, 87, 88, 90, 91, 94, 96, 97, 98, 100, 101], [2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 54, 55, 56, 57, 58, 59, 60, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 100, 101]]","[0.0, 0.20000000000000018, 1.2000000000000002, 2.0, 2.0, 2.2]","[2, 4, 6, 8, 10, 12]","[2.0, 3.8, 4.8, 6.0, 8.0, 9.8]"
"[[39], [2, 24, 38, 60, 79, 83, 87], [5, 13, 24, 33, 45, 46, 47, 57, 60, 61, 76, 77, 78, 83, 85, 89, 92], [4, 5, 8, 9, 13, 18, 20, 24, 31, 33, 39, 45, 46, 47, 48, 57, 60, 61, 63, 76, 77, 78, 83, 85, 88, 89, 92, 98], [2, 6, 12, 13, 24, 25, 27, 35, 38, 44, 45, 46, 49, 55, 57, 60, 62, 68, 70, 72, 74, 76, 77, 78, 79, 83, 85, 87, 89, 90, 92, 94, 96, 99, 101], [2, 6, 10, 11, 12, 13, 22, 24, 25, 26, 27, 30, 32, 34, 35, 38, 42, 43, 44, 49, 50, 52, 53, 55, 58, 60, 62, 66, 68, 70, 71, 72, 74, 75, 77, 79, 83, 84, 86, 87, 90, 93, 94, 95, 96, 99, 101], [2, 4, 5, 6, 8, 9, 12, 13, 17, 18, 20, 23, 24, 25, 27, 29, 31, 33, 35, 38, 39, 44, 45, 46, 47, 48, 49, 53, 55, 57, 60, 61, 62, 63, 68, 69, 70, 72, 74, 76, 77, 78, 79, 80, 82, 83, 85, 86, 87, 88, 89, 90, 92, 94, 96, 98, 99, 100, 101], [2, 4, 5, 6, 9, 10, 11, 12, 13, 16, 17, 20, 24, 25, 26, 27, 29, 31, 32, 33, 35, 38, 39, 42, 43, 44, 45, 46, 47, 49, 50, 52, 53, 55, 57, 58, 60, 61, 62, 66, 68, 70, 71, 72, 74, 75, 76, 77, 78, 79, 80, 83, 84, 85, 86, 87, 89, 90, 92, 93, 94, 95, 96, 98, 99, 101], [2, 4, 5, 6, 8, 9, 10, 11, 12, 13, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 35, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 52, 53, 55, 57, 58, 60, 61, 62, 63, 66, 67, 68, 70, 71, 72, 74, 75, 76, 77, 78, 79, 80, 82, 83, 84, 85, 86, 87, 88, 89, 90, 92, 93, 94, 95, 96, 98, 99, 101], [2, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 23, 24, 25, 26, 27, 29, 31, 32, 33, 35, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 52, 53, 54, 55, 57, 58, 60, 61, 62, 63, 65, 66, 67, 68, 69, 70, 71, 72, 74, 75, 76, 77, 78, 79, 80, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101], [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 35, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]]","[2.0, 3.9999999999999996, 5.917502968465275, 7.917123412017339, 9.878918640762667, 11.823231907920052, 13.861527889409125, 15.841535150573534, 17.851802622478985, 19.83258183209464, 21.823217192409615]","[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22]","[0.0, 4.440892098500626e-16, 0.0824970315347251, 0.0828765879826614, 0.12108135923733343, 0.17676809207994815, 0.13847211059087527, 0.15846484942646555, 0.14819737752101503, 0.16741816790536035, 0.176782807590385]"
"[[39], [2, 6, 35, 38, 49, 62, 70, 87, 94, 96, 99], [2, 6, 10, 32, 35, 38, 43, 49, 50, 62, 66, 70, 71, 87, 94, 96, 99], [2, 6, 12, 13, 17, 24, 29, 35, 38, 44, 49, 60, 62, 70, 74, 77, 79, 80, 83, 87, 90, 94, 96, 99, 101], [2, 6, 10, 12, 13, 24, 25, 27, 32, 35, 38, 43, 44, 49, 50, 55, 60, 62, 66, 68, 70, 71, 72, 74, 77, 79, 83, 87, 90, 94, 96, 99, 101], [2, 5, 6, 10, 12, 13, 17, 23, 24, 25, 27, 33, 35, 38, 39, 43, 44, 45, 46, 47, 49, 53, 55, 57, 60, 61, 62, 66, 68, 70, 72, 74, 76, 77, 78, 79, 83, 85, 86, 87, 89, 90, 92, 94, 96, 99, 101], [2, 4, 5, 6, 9, 10, 12, 13, 16, 17, 20, 24, 25, 27, 29, 31, 33, 35, 38, 39, 43, 44, 45, 46, 47, 48, 49, 53, 55, 57, 60, 61, 62, 63, 66, 68, 70, 72, 74, 76, 77, 78, 79, 80, 82, 83, 84, 85, 86, 87, 89, 90, 92, 94, 95, 96, 98, 99, 101], [2, 4, 5, 6, 8, 9, 10, 12, 13, 14, 16, 17, 18, 19, 20, 23, 24, 25, 27, 29, 31, 33, 35, 37, 38, 39, 41, 44, 45, 46, 47, 48, 49, 53, 55, 57, 60, 61, 62, 63, 65, 67, 68, 70, 72, 74, 76, 77, 78, 79, 80, 82, 83, 85, 87, 88, 89, 90, 91, 92, 94, 96, 97, 98, 99, 100, 101], [2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 16, 17, 19, 20, 23, 24, 25, 26, 27, 29, 31, 32, 33, 34, 35, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 55, 57, 58, 60, 61, 62, 63, 64, 66, 68, 70, 71, 72, 74, 75, 76, 77, 78, 79, 80, 82, 83, 84, 85, 86, 87, 89, 90, 92, 93, 94, 95, 96, 98, 99, 100, 101], [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34, 35, 37, 38, 39, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 55, 57, 58, 60, 61, 62, 63, 64, 65, 66, 67, 68, 70, 71, 72, 74, 75, 76, 77, 78, 79, 80, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101], [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]]","[2.0, 4.000000000000001, 6.0, 8.0, 9.98238718729888, 11.984805848198008, 13.981131344139806, 15.978906486197285, 17.992495949518283, 19.985170197756496, 22.000000000000007]","[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22]","[0.0, -8.881784197001252e-16, 0.0, 0.0, 0.01761281270112036, 0.015194151801992462, 0.01886865586019404, 0.021093513802714625, 0.007504050481717428, 0.014829802243504275, -7.105427357601002e-15]"
