optimal_gap,success
1013.73,0
746.44,0
182,0
322832.76,0
202.51,0
444.45,0
395.35,0
19.82,1
99.61,1
185.55,0
464.57,0
1247.84,0
258.64,0
169.52,0
81414.32,0
1704.66,0
2603.35,0
82.77,1
68169.71,0
800.45,0
300.82,0
87727.07,0
102.02,0
115.66,0
400.28,0
451.78,0
319282.56,0
156.97,0
4103.75,0
856.77,0
183.87,0
49.75,1
1810.31,0
133.77,0
643.23,0
1160.7,0
56375.18,0
66.88,1
298.53,0
74961,0
1402.84,0
129.08,0
4422.51,0
869.69,0
635.62,0
847.66,0
160.06,0
77.13,1
299.3,0
489245.87,0
209.5,0
1504.72,0
1787.52,0
52.63,1
137222.67,0
158.53,0
38.15,1
346.58,0
24302.41,0
41.67,1
3570.24,0
303.81,0
6103.53,0
827.61,0
66.43,1
309.97,0
53.78,1
209.58,0
592.81,0
138.48,0
131.96,0
531.22,0
3167.95,0
193.64,0
2561.83,0
254.25,0
116.66,0
63.13,1
147467.51,0
3421.62,0
159.2,0
1438.63,0
4821.33,0
123.73,0
124.9,0
56.07,1
283.63,0
157,0
396.15,0
204.03,0
42.86,1
125.48,0
55.45,1
950.09,0
8160.71,0
51464.42,0
11937.13,0
45.67,1
18198.96,0
223.23,0
19650.2777,
