optimal_gap,success
100.0,1
269.88,0
100.0,1
100.0,1
1679.58,0
100.0,1
100.0,1
57.79,1
63.15,1
44.96,1
49.88,1
14290.47,0
100.0,1
100.0,0
84.26,1
100.0,1
65.0,1
1655.98,0
3.53747461300463e16,0
85.54,1
Inf,0
-0.0,1
72.45,1
87.86,1
75.21,1
64.1,1
100.0,1
0.0,1
-0.0,1
100.0,0
14.02,1
100.0,1
15.56,1
100.0,1
100.0,0
100.0,1
29.41,1
100.0,0
26598.0,0
66.67,1
0.0,1
0.0,1
100.0,0
69.57,1
100.0,0
100.0,0
47.0,1
100.0,0
100.0,1
0.0,1
22.3,1
0.0,1
0.0,1
100.0,1
36.45,1
5.41,1
13.91,1
20.95,1
54.94,1
0.0,1
32.43,1
0.0,1
23.25,1
41.92,1
100.0,1
50.78,1
100.0,0
0.0,1
100.0,0
627.77,0
60.0,1
100.0,0
100.0,0
34.68,1
26.61,1
20.09,1
100.0,1
65.99,1
41.04,1
50.6,1
100.0,0
100.0,0
176.38,0
100.0,1
100.0,0
100.0,0
100.0,0
78.89,1
21.34,1
7.69,1
112.5,0
70.29,1
100.0,0
48.53,1
94.37,1
100.0,0
36.36,1
44.2,1
33.33,1
85.0,1
